0.659238 0.319952 0.138180 0.381545 0.267158 0.581776 0.080345 0.393935 0.303974 0.768796 0.339201 0.910776 0.212285 0.729019 0.020544 0.532236 0.165496 0.067421 0.297789 0.453443 0.308731 0.624295 0.307953 0.943513 0.226493 0.305506 0.560520 0.655578 0.937805 0.490265 0.039007 0.645111 0.283336 0.396197 0.330320 0.681103 0.152419 0.238291 0.149034 0.403269 0.092547 0.851750 0.653067 0.285340 0.302576 0.522318 0.731226 0.476160 0.895547 0.192781 0.949072 0.417865 0.320199 0.764354 0.263904 0.915639 0.875409 0.651456 0.644156 0.654434 0.528512 0.701690 0.037950 0.535487 0.356123 0.940101 0.311639 0.511893 0.204633 0.579759 0.947845 0.115661 0.055577 0.746992 0.742109 0.156780 0.232376 0.799642 0.133391 0.314998 0.590002 0.890681 0.600998 0.573382 0.830782 0.085275 0.033120 0.151077 0.609699 0.126838 0.560776 0.135210 0.727052 0.616353 0.217590 0.406189 0.533027 0.768177 0.879998 0.523349 
0.000000 0.709008 0.181166 0.441245 0.631999 0.577027 0.529677 0.813166 0.486502 0.238223 0.862599 0.773334 0.528402 0.789305 0.886168 0.107664 0.139652 0.110389 0.341105 0.276139 0.394007 0.607936 0.472898 0.683687 0.962865 0.860420 0.268850 0.130332 0.484716 0.649937 0.524340 0.092651 0.122836 0.026983 0.941714 0.168901 0.281803 0.992739 0.057757 0.612647 0.878805 0.034579 0.967153 0.261359 0.175633 0.826041 0.790775 0.801930 0.164967 0.813266 0.751774 0.383280 0.357098 0.382663 0.079812 0.550677 0.586883 0.740774 0.454777 0.663866 0.360752 0.609843 0.224099 0.358171 0.992506 0.303912 0.489770 0.687907 0.159805 0.467006 0.280291 0.208523 0.224075 0.096328 0.869654 0.230767 0.204768 0.878563 0.025908 0.737970 0.029640 0.477216 0.309471 0.211656 0.540237 0.285531 0.140111 0.494454 0.204706 0.699161 0.284236 0.202704 0.825562 0.664168 0.943334 0.685064 0.135586 0.742907 0.878288 0.082994 
0.000000 0.000000 0.367259 0.355412 0.191688 0.203877 0.600718 0.415018 0.052277 0.833105 0.673029 0.291763 0.494614 0.299004 0.677127 0.936266 0.078707 0.770916 0.843388 0.007219 0.615840 0.960304 0.332530 0.390206 0.411296 0.029952 0.689210 0.088423 0.966219 0.737134 0.611305 0.669531 0.352974 0.571609 0.002061 0.015700 0.812751 0.825192 0.840410 0.381169 0.359740 0.096802 0.894522 0.448162 0.063021 0.662439 0.541588 0.436110 0.412777 0.952274 0.098549 0.523252 0.463626 0.046495 0.458053 0.982737 0.266279 0.960760 0.029233 0.962505 0.557128 0.130788 0.227489 0.391201 0.481494 0.582403 0.119409 0.806950 0.363521 0.346628 0.899610 0.112432 0.037474 0.648725 0.265246 0.604723 0.006571 0.920512 0.571628 0.725576 0.450524 0.241445 0.711301 0.072929 0.699498 0.038133 0.055666 0.084899 0.928283 0.534047 0.532940 0.063905 0.462090 0.088961 0.279591 0.617862 0.356037 0.966806 0.937108 0.151237 
0.000000 0.000000 0.000000 0.343657 0.367787 0.081804 0.432617 0.647378 0.699666 0.054493 0.926801 0.887660 0.726104 0.703701 0.567363 0.731075 0.036163 0.557268 0.786779 0.607776 0.501757 0.709710 0.552815 0.205458 0.998906 0.612977 0.959374 0.942124 0.666827 0.483922 0.829414 0.828204 0.427640 0.667284 0.774097 0.552286 0.578503 0.469665 0.710680 0.446686 0.684543 0.777256 0.355821 0.038868 0.030140 0.320965 0.945478 0.550166 0.165536 0.229933 0.571081 0.650350 0.077523 0.853549 0.854114 0.738074 0.625896 0.538657 0.523003 0.772471 0.756791 0.261172 0.002404 0.327872 0.911522 0.079928 0.636963 0.817989 0.112609 0.285303 0.524406 0.691758 0.868703 0.161369 0.437034 0.768830 0.312308 0.270392 0.053130 0.058638 0.829336 0.427853 0.043709 0.147588 0.984953 0.851044 0.898277 0.397700 0.921421 0.110159 0.557392 0.933232 0.670767 0.775793 0.224897 0.283535 0.207817 0.055220 0.210017 0.632432 
0.000000 0.000000 0.000000 0.000000 0.488134 0.410235 0.906165 0.173470 0.593644 0.427866 0.621388 0.984869 0.505306 0.867367 0.078650 0.295234 0.694369 0.529828 0.518589 0.157937 0.182741 0.406327 0.160858 0.838397 0.485295 0.138842 0.631107 0.166425 0.261655 0.314346 0.955023 0.344883 0.705189 0.203077 0.692245 0.412292 0.632058 0.194687 0.891110 0.773813 0.882921 0.811314 0.180577 0.831720 0.884790 0.045647 0.483272 0.939443 0.892883 0.677959 0.830553 0.666696 0.066299 0.414374 0.433261 0.942808 0.350674 0.453398 0.351639 0.446125 0.097631 0.371463 0.026451 0.934357 0.441599 0.019167 0.827428 0.677174 0.152492 0.419258 0.585927 0.412435 0.907920 0.372488 0.118504 0.662645 0.034108 0.496570 0.147861 0.475707 0.435178 0.012856 0.723436 0.845022 0.285231 0.505722 0.924980 0.495544 0.950729 0.182166 0.529653 0.447299 0.193990 0.699712 0.387930 0.383440 0.624692 0.496053 0.683306 0.370764 
0.000000 0.000000 0.000000 0.000000 0.000000 0.397255 0.542775 0.834670 0.734983 0.838764 0.839995 0.007007 0.583735 0.703305 0.585597 0.416239 0.506584 0.210149 0.794306 0.669608 0.478430 0.402081 0.904602 0.891304 0.742875 0.434881 0.586777 0.446229 0.201795 0.258284 0.561514 0.225002 0.436642 0.964900 0.838746 0.584494 0.395870 0.461714 0.115256 0.173120 0.316398 0.416311 0.300887 0.432344 0.069019 0.497167 0.294021 0.487425 0.038566 0.705231 0.464287 0.704755 0.670131 0.303033 0.289249 0.725767 0.106957 0.880002 0.898887 0.423354 0.855698 0.122017 0.085962 0.693136 0.160584 0.315368 0.055402 0.401330 0.243863 0.215985 0.934125 0.895360 0.639613 0.240692 0.898339 0.943755 0.580273 0.717846 0.102719 0.871309 0.883088 0.364009 0.979795 0.982454 0.802427 0.506308 0.670930 0.322405 0.609027 0.542239 0.205493 0.033664 0.591713 0.334846 0.907424 0.413733 0.794865 0.261811 0.811128 0.665110 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.506018 0.584524 0.715736 0.371948 0.794737 0.057531 0.795871 0.858297 0.467864 0.612005 0.991622 0.126553 0.767058 0.075881 0.812193 0.756873 0.176204 0.348151 0.859288 0.634353 0.164510 0.805726 0.325067 0.552194 0.603818 0.951636 0.267286 0.737511 0.402876 0.769222 0.734047 0.623145 0.324632 0.592068 0.446463 0.089400 0.902049 0.783795 0.050839 0.946827 0.268832 0.243057 0.884883 0.525518 0.443877 0.605215 0.073525 0.661236 0.604303 0.135197 0.831632 0.449489 0.423481 0.113249 0.945743 0.587789 0.164087 0.267247 0.771956 0.371269 0.792765 0.215833 0.976484 0.866290 0.162053 0.865698 0.121859 0.312007 0.352084 0.389106 0.083963 0.699836 0.048161 0.981900 0.119137 0.575686 0.268306 0.673635 0.666496 0.257284 0.883669 0.016533 0.653881 0.932473 0.094525 0.965589 0.881825 0.976939 0.600000 0.060902 0.361800 0.781871 0.342598 0.610904 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.164615 0.328358 0.975508 0.824130 0.587411 0.527426 0.993129 0.138330 0.786974 0.065343 0.213599 0.898666 0.021226 0.305400 0.574644 0.314278 0.006602 0.398774 0.004436 0.756230 0.475770 0.409865 0.462958 0.374436 0.431091 0.768359 0.038676 0.183750 0.942447 0.233136 0.674721 0.967574 0.529145 0.778990 0.515066 0.361400 0.353635 0.829344 0.129013 0.786188 0.870094 0.543422 0.914640 0.506657 0.021316 0.124975 0.112886 0.306351 0.132272 0.931702 0.595508 0.574470 0.761843 0.932440 0.330913 0.991176 0.602024 0.544958 0.467253 0.777184 0.528365 0.798166 0.768361 0.774029 0.017675 0.215792 0.488207 0.277461 0.458545 0.770625 0.519239 0.380985 0.431626 0.920225 0.956120 0.213643 0.643951 0.984486 0.539180 0.122954 0.843229 0.506723 0.317364 0.589249 0.429405 0.763978 0.203591 0.897446 0.691248 0.523142 0.026227 0.952135 0.550078 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.921302 0.172367 0.356223 0.177869 0.514935 0.200984 0.701012 0.541162 0.153119 0.187556 0.235814 0.042483 0.491941 0.390903 0.527422 0.180112 0.207143 0.309544 0.293823 0.353254 0.280595 0.657002 0.242374 0.121255 0.509059 0.367328 0.372345 0.194997 0.640925 0.440523 0.746769 0.676337 0.789252 0.320423 0.888428 0.985744 0.711326 0.185261 0.415607 0.508319 0.734388 0.262496 0.487461 0.781804 0.922716 0.777849 0.139528 0.583449 0.580435 0.023677 0.301234 0.082569 0.186132 0.348650 0.813282 0.130454 0.735999 0.467366 0.269982 0.319448 0.047801 0.474073 0.953178 0.223160 0.818537 0.740826 0.631571 0.547650 0.712623 0.041127 0.199528 0.823174 0.048191 0.993658 0.996013 0.105466 0.127420 0.798491 0.469148 0.945957 0.010905 0.439431 0.657172 0.300178 0.304670 0.536980 0.592987 0.933000 0.642446 0.060420 0.440937 0.308123 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.303585 0.333381 0.068372 0.611709 0.339758 0.048626 0.020551 0.749735 0.540571 0.530995 0.995757 0.778293 0.268161 0.887128 0.121615 0.790989 0.600856 0.183645 0.508990 0.403929 0.014230 0.566576 0.887852 0.807948 0.125042 0.265524 0.767850 0.516451 0.894955 0.221786 0.801213 0.760583 0.994118 0.774482 0.018733 0.186819 0.467815 0.898347 0.282779 0.918007 0.318800 0.745922 0.235989 0.821768 0.716886 0.561596 0.322902 0.696368 0.592594 0.912736 0.419709 0.547379 0.830743 0.738509 0.066732 0.063303 0.014289 0.016960 0.078608 0.836057 0.158959 0.102242 0.471064 0.130875 0.823906 0.380794 0.722679 0.010992 0.464218 0.667631 0.958121 0.441143 0.093920 0.913759 0.451087 0.677112 0.957116 0.372077 0.386072 0.234130 0.461479 0.957558 0.954047 0.990950 0.145286 0.404716 0.068203 0.436819 0.514192 0.542825 0.601794 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.332973 0.645500 0.658060 0.714394 0.266229 0.604493 0.336041 0.901660 0.772860 0.374803 0.694740 0.466448 0.194803 0.523290 0.932219 0.089480 0.216753 0.105447 0.470607 0.076744 0.981170 0.508591 0.830791 0.918778 0.933291 0.811961 0.861789 0.894803 0.438631 0.638805 0.729188 0.044504 0.394783 0.897769 0.354758 0.018439 0.443120 0.538129 0.454976 0.341333 0.892886 0.141786 0.748446 0.994755 0.994241 0.166301 0.743028 0.288009 0.112497 0.011740 0.200012 0.191332 0.409733 0.814032 0.808295 0.318145 0.216211 0.511800 0.097439 0.504220 0.515531 0.788689 0.509456 0.323488 0.880881 0.976667 0.092873 0.199026 0.171909 0.703037 0.885873 0.666579 0.583917 0.107774 0.845660 0.314913 0.295206 0.589560 0.763433 0.462331 0.557240 0.641929 0.327550 0.315779 0.255926 0.850913 0.469733 0.796484 0.643957 0.225874 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.722212 0.863417 0.608811 0.851203 0.309924 0.422331 0.861662 0.895805 0.156691 0.936752 0.297746 0.936662 0.246676 0.454874 0.847835 0.575233 0.605464 0.745948 0.844782 0.491574 0.505296 0.154515 0.771716 0.442315 0.026813 0.674514 0.831206 0.004422 0.325360 0.308349 0.941916 0.799359 0.072271 0.679017 0.107708 0.595240 0.094086 0.295060 0.725425 0.483630 0.625062 0.317384 0.161160 0.671050 0.394553 0.255246 0.966109 0.119978 0.881016 0.881543 0.596282 0.110607 0.889194 0.133936 0.427991 0.804477 0.289218 0.656321 0.241770 0.905691 0.527917 0.173628 0.734810 0.907336 0.520221 0.957669 0.713650 0.174090 0.189976 0.595193 0.720834 0.464513 0.571390 0.185517 0.765096 0.055778 0.089826 0.493670 0.289230 0.321285 0.832536 0.038976 0.214050 0.639439 0.763137 0.688112 0.022595 0.840140 0.910413 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.780563 0.781650 0.694504 0.098340 0.363290 0.126158 0.534692 0.548130 0.398086 0.208599 0.991962 0.240992 0.132723 0.960537 0.741100 0.161778 0.389681 0.991462 0.786506 0.269342 0.305372 0.995105 0.127828 0.866741 0.103452 0.748524 0.335038 0.539082 0.499204 0.653000 0.146187 0.033603 0.676048 0.787458 0.923483 0.207172 0.469005 0.556513 0.770725 0.241712 0.833483 0.792115 0.240184 0.946236 0.189959 0.893183 0.342814 0.826828 0.711792 0.726798 0.961256 0.518688 0.669419 0.463826 0.592902 0.393795 0.932831 0.149414 0.878039 0.118222 0.380408 0.006914 0.256554 0.382323 0.801396 0.085699 0.672097 0.790319 0.030507 0.023486 0.126402 0.275215 0.387488 0.642554 0.799717 0.967854 0.415390 0.684224 0.339780 0.259931 0.872696 0.980997 0.296429 0.449997 0.796191 0.834001 0.435657 0.745493 
